forward_genome_id	backward_genome_id
WP_002796213	WP_011378236
WP_096606338	WP_011378236
WP_186596601	WP_011378236
WP_198288502	WP_011378236
WP_096729366	WP_011378236
WP_012408483	WP_011378236
WP_096579093	WP_011378236
WP_150882787	WP_011378236
WP_167721130	WP_011378236
WP_011365450	WP_011378236
WP_015210101	WP_011378236
WP_186469210	WP_011378236
WP_015210608	WP_011378236
WP_096588057	WP_011378236
WP_197151308	WP_011378236
WP_179068104	WP_011378236
WP_026101874	WP_011378236
WP_096668329	WP_011378236
WP_197158699	WP_011378236
WP_096561962	WP_011378236
WP_167726904	WP_011378236
WP_186500455	WP_011378236
WP_015228850	WP_011378236
WP_010995783	WP_011378236
WP_206264106	WP_011378236
WP_071102423	WP_011378236
WP_150882466	WP_011378236
WP_202951124	WP_011378236
WP_096561682	WP_011378236
WP_148765725	WP_011378236
WP_186470760	WP_011378236
WP_114082224	WP_011378236
WP_096674667	WP_011378236
WP_186480875	WP_011378236
WP_167727128	WP_011378236
WP_104905031	WP_011378236
WP_009546942	WP_011378236
WP_071840248	WP_011378236
WP_015198146	WP_011378236
WP_152592269	WP_011378236
WP_100902207	WP_011378236
WP_197152961	WP_011378236
WP_067772913	WP_011378236
WP_197159225	WP_011378236
WP_096590812	WP_011378236
WP_186479306	WP_011378236
WP_015198426	WP_011378236
WP_096728191	WP_011378236
WP_012413213	WP_011378236
WP_071778161	WP_011378236
WP_096562566	WP_011378236
WP_148760729	WP_011378236
WP_152591276	WP_011378236
WP_186587200	WP_011378236
WP_167315828	WP_011378236
WP_186509938	WP_011378236
WP_015116074	WP_011378236
WP_012411342	WP_011378236
WP_096676525	WP_011378236
WP_179066985	WP_011378236
WP_179064914	WP_011378236
WP_015127463	WP_011378236
WP_152588863	WP_011378236
WP_186539266	WP_011378236
WP_012628440	WP_011378236
WP_186512011	WP_011378236
WP_172356659	WP_011378236
WP_198288540	WP_011378236
WP_015116547	WP_011378236
WP_206268084	WP_011378236
WP_186708984	WP_011378236
WP_062250832	WP_011378236
WP_010999865	WP_011378236
WP_096660125	WP_011378236
WP_103139023	WP_011378236
WP_062249217	WP_011378236
WP_096539575	WP_011378236
WP_096679513	WP_011378236
WP_186575203	WP_011378236
WP_068507245	WP_011378236
WP_015198899	WP_011378236
WP_096652473	WP_011378236
WP_096645311	WP_011378236
WP_015107933	WP_011378236
WP_096383188	WP_011378236
WP_197154732	WP_011378236
WP_096686751	WP_011378236
WP_158305754	WP_011378236
WP_188021103	WP_011378236
WP_068384257	WP_011378236
WP_187705895	WP_011378236
WP_096623394	WP_011378236
WP_165380915	WP_011378236
WP_015179460	WP_011378236
WP_015202401	WP_011378236
WP_015139635	WP_011378236
WP_186514498	WP_011378236
WP_015139855	WP_011378236
WP_186484163	WP_011378236
WP_073627432	WP_011378236
WP_012408482	WP_011378236
WP_013190694	WP_011378236
WP_011317944	WP_011378236
WP_096549346	WP_011378236
WP_103136458	WP_011378236
WP_096673062	WP_011378236
WP_104901399	WP_011378236
WP_198017799	WP_011378236
WP_186480874	WP_011378236
WP_015225178	WP_011378236
WP_096692561	WP_011378236
WP_015784687	WP_011378236
WP_193431550	WP_011378236
WP_186480322	WP_011378236
WP_186469209	WP_011378236
WP_053540062	WP_011378236
WP_144051023	WP_011378236
WP_100902208	WP_011378236
WP_186539267	WP_011378236
WP_186990604	WP_011378236
WP_015139641	WP_011378236
WP_051847369	WP_011378236
WP_199250560	WP_011378236
WP_010312481	WP_011378236
WP_035758543	WP_011378236
WP_084781945	WP_011378236
WP_186539812	WP_011378236
WP_179064618	WP_011378236
WP_186483191	WP_011378236
WP_096689714	WP_011378236
WP_096717117	WP_011378236
WP_186590691	WP_011378236
WP_179049521	WP_011378236
WP_015139290	WP_011378236
WP_011378236	WP_011378236
WP_096589837	WP_011378236
WP_096561643	WP_011378236
WP_186541157	WP_011378236
WP_096689505	WP_011378236
WP_186496456	WP_011378236
WP_200989269	WP_011378236
WP_068385832	WP_011378236
WP_103113363	WP_011378236
WP_067771379	WP_011378236
WP_171977204	WP_011378236
WP_045872315	WP_011378236
WP_198804774	WP_011378236
WP_167727930	WP_011378236
WP_179072638	WP_011378236
WP_096726745	WP_011378236
WP_045872814	WP_011378236
WP_186992260	WP_011378236
WP_118161651	WP_011378236
WP_171977239	WP_011378236
WP_179064619	WP_011378236
WP_045870715	WP_011378236
WP_186500454	WP_011378236
WP_096571431	WP_011378236
WP_070390626	WP_011378236
WP_150882973	WP_011378236
WP_186492270	WP_011378236
WP_096646540	WP_011378236
WP_096642599	WP_011378236
WP_096590626	WP_011378236
WP_096622364	WP_011378236
WP_011619144	WP_011378236
WP_015140803	WP_011378236
WP_171976232	WP_011378236
WP_046662569	WP_011378236
WP_011295568	WP_011378236
WP_068508576	WP_011378236
WP_096557651	WP_011378236
WP_208677840	WP_011378236
WP_096624553	WP_011378236
WP_103111845	WP_011378236
WP_186513579	WP_011378236
WP_015172474	WP_011378236
WP_015194413	WP_011378236
WP_073628029	WP_011378236
WP_096608263	WP_011378236
WP_168696705	WP_011378236
WP_096576563	WP_011378236
WP_118165744	WP_011378236
WP_157028548	WP_011378236
WP_015183977	WP_011378236
WP_096573394	WP_011378236
WP_015188082	WP_011378236
WP_185186023	WP_011378236
WP_070392714	WP_011378236
WP_107806336	WP_011378236
WP_185190480	WP_011378236
WP_126147719	WP_011378236
WP_010996181	WP_011378236
WP_012597826	WP_011378236
WP_096728482	WP_011378236
WP_015220377	WP_011378236
WP_114082571	WP_011378236
WP_174711531	WP_011378236
WP_011365427	WP_011378236
WP_179076307	WP_011378236
WP_201782628	WP_011378236
WP_171815376	WP_011378236
WP_103140213	WP_011378236
WP_014274161	WP_011378236
WP_167717688	WP_011378236
WP_015214093	WP_011378236
WP_186584462	WP_011378236
WP_008049843	WP_011378236
WP_186501684	WP_011378236
WP_015078315	WP_011378236
WP_179051757	WP_011378236
WP_048346367	WP_011378236
WP_096681249	WP_011378236
WP_138071073	WP_011378236
WP_067770824	WP_011378236
WP_035151242	WP_011378236
WP_096601494	WP_011378236
WP_096568022	WP_011378236
WP_096646767	WP_011378236
WP_186596294	WP_011378236
WP_186539813	WP_011378236
WP_045872815	WP_011378236
WP_015120984	WP_011378236
WP_015193419	WP_011378236
WP_186544795	WP_011378236
WP_186595979	WP_011378236
WP_181932330	WP_011378236
WP_015219547	WP_011378236
WP_150883561	WP_011378236
WP_071102432	WP_011378236
WP_094330654	WP_011378236
WP_168696259	WP_011378236
WP_012266433	WP_011378236
WP_186495749	WP_011378236
WP_015196063	WP_011378236
WP_180381109	WP_011378236
WP_006850245	WP_011378236
WP_015189902	WP_011378236
WP_103136717	WP_011378236
WP_186587318	WP_011378236
WP_206269200	WP_011378236
WP_096577711	WP_011378236
WP_186594557	WP_011378236
WP_012596498	WP_011378236
WP_096597495	WP_011378236
WP_012412984	WP_011378236
WP_070392759	WP_011378236
WP_100898394	WP_011378236
WP_114082568	WP_011378236
WP_015179376	WP_011378236
WP_017327791	WP_011378236
WP_044521438	WP_011378236
WP_015108773	WP_011378236
WP_130129449	WP_011378236
WP_096691269	WP_011378236
WP_043694401	WP_011378236
WP_012163598	WP_011378236
WP_035150202	WP_011378236
WP_070393824	WP_011378236
WP_179047049	WP_011378236
WP_070395998	WP_011378236
WP_181930916	WP_011378236
WP_011317975	WP_011378236
WP_096621655	WP_011378236
WP_017292306	WP_011378236
WP_096541556	WP_011378236
WP_017287607	WP_011378236
WP_011365429	WP_011378236
WP_096558071	WP_011378236
WP_167721009	WP_011378236
WP_197171481	WP_011378236
WP_012409663	WP_011378236
WP_096536125	WP_011378236
WP_096681909	WP_011378236
WP_083798696	WP_011378236
WP_015207753	WP_011378236
WP_179046790	WP_011378236
WP_096645550	WP_011378236
WP_200988834	WP_011378236
WP_186590022	WP_011378236
WP_096661485	WP_011378236
WP_118167066	WP_011378236
WP_084781958	WP_011378236
WP_041426805	WP_011378236
WP_068508925	WP_011378236
WP_015168492	WP_011378236
WP_013322774	WP_011378236
WP_186490097	WP_011378236
WP_017291751	WP_011378236
WP_096569961	WP_011378236
WP_015144404	WP_011378236
WP_205370162	WP_011378236
WP_015121234	WP_011378236
WP_067771552	WP_011378236
WP_198016267	WP_011378236
WP_103139888	WP_011378236
WP_015210559	WP_011378236
WP_096693069	WP_011378236
WP_017292304	WP_011378236
WP_015219548	WP_011378236
WP_096584968	WP_011378236
WP_081593706	WP_011378236
WP_199246374	WP_011378236
WP_206265030	WP_011378236
WP_011127069	WP_011378236
WP_071106348	WP_011378236
WP_007101048	WP_011378236
WP_167720023	WP_011378236
WP_096541566	WP_011378236
WP_015144688	WP_011378236
WP_010998377	WP_011378236
WP_011358959	WP_011378236
WP_179065536	WP_011378236
WP_096586642	WP_011378236
WP_096581921	WP_011378236
WP_006618577	WP_011378236
WP_011127824	WP_011378236
WP_015161183	WP_011378236
WP_185189856	WP_011378236
WP_068381001	WP_011378236
WP_096589836	WP_011378236
WP_186538062	WP_011378236
WP_011244500	WP_011378236
WP_015189961	WP_011378236
WP_186596603	WP_011378236
WP_096695304	WP_011378236
WP_203230580	WP_011378236
WP_096679028	WP_011378236
WP_179051399	WP_011378236
WP_013321446	WP_011378236
WP_168696066	WP_011378236
WP_210967774	WP_011378236
WP_096621292	WP_011378236
WP_187707118	WP_011378236
WP_008053076	WP_011378236
WP_011610695	WP_011378236
WP_096718335	WP_011378236
WP_167756007	WP_011378236
WP_070390928	WP_011378236
WP_045870803	WP_011378236
WP_096578597	WP_011378236
WP_015078474	WP_011378236
WP_096536700	WP_011378236
WP_114080345	WP_011378236
WP_171976235	WP_011378236
WP_038555950	WP_011378236
WP_186583261	WP_011378236
WP_107806322	WP_011378236
WP_014275716	WP_011378236
WP_043694137	WP_011378236
WP_186571195	WP_011378236
WP_096540233	WP_011378236
WP_011321060	WP_011378236
WP_013190958	WP_011378236
WP_015200738	WP_011378236
WP_067772712	WP_011378236
WP_015955504	WP_011378236
WP_062297966	WP_011378236
WP_181927954	WP_011378236
WP_104898619	WP_011378236
WP_186596296	WP_011378236
WP_070390920	WP_011378236
WP_186539097	WP_011378236
WP_015124198	WP_011378236
WP_015206359	WP_011378236
WP_186509633	WP_011378236
WP_104899489	WP_011378236
WP_096562565	WP_011378236
WP_096577512	WP_011378236
WP_200987013	WP_011378236
WP_062296741	WP_011378236
WP_096536891	WP_011378236
WP_096693090	WP_011378236
WP_096589686	WP_011378236
WP_066348006	WP_011378236
WP_073634089	WP_011378236
WP_015199532	WP_011378236
WP_186598099	WP_011378236
WP_167726426	WP_011378236
WP_179072235	WP_011378236
WP_012411344	WP_011378236
WP_186538063	WP_011378236
WP_096645549	WP_011378236
WP_206264932	WP_011378236
WP_015158200	WP_011378236
WP_011610109	WP_011378236
WP_114085740	WP_011378236
WP_002743209	WP_011378236
WP_197171872	WP_011378236
WP_035148990	WP_011378236
WP_096620061	WP_011378236
WP_038553982	WP_011378236
WP_179046404	WP_011378236
WP_015122157	WP_011378236
WP_171976185	WP_011378236
WP_179075443	WP_011378236
WP_073633406	WP_011378236
WP_071107777	WP_011378236
WP_186697720	WP_011378236
WP_096660596	WP_011378236
WP_042153237	WP_011378236
WP_096557652	WP_011378236
WP_125730985	WP_011378236
WP_017286320	WP_011378236
WP_096568490	WP_011378236
WP_015145398	WP_011378236
WP_015191266	WP_011378236
WP_096561963	WP_011378236
WP_174708178	WP_011378236
WP_096382857	WP_011378236
WP_015110216	WP_011378236
WP_186594558	WP_011378236
WP_082727387	WP_011378236
WP_172356661	WP_011378236
WP_068384259	WP_011378236
WP_096686753	WP_011378236
WP_049691664	WP_011378236
WP_096726910	WP_011378236
WP_023172890	WP_011378236
WP_181931220	WP_011378236
WP_035149526	WP_011378236
WP_096605794	WP_011378236
WP_186574565	WP_011378236
WP_186698136	WP_011378236
WP_011359055	WP_011378236
WP_096670850	WP_011378236
WP_096682515	WP_011378236
WP_017292054	WP_011378236
WP_186595601	WP_011378236
WP_015161184	WP_011378236
WP_186598092	WP_011378236
WP_096577510	WP_011378236
WP_026797615	WP_011378236
WP_012595948	WP_011378236
WP_107805792	WP_011378236
WP_150884896	WP_011378236
WP_096648205	WP_011378236
WP_100897187	WP_011378236
WP_015153025	WP_011378236
WP_071107525	WP_011378236
WP_041444126	WP_011378236
WP_197156947	WP_011378236
WP_053540720	WP_011378236
WP_186513976	WP_011378236
WP_096676701	WP_011378236
WP_068388348	WP_011378236
WP_015159453	WP_011378236
WP_096724380	WP_011378236
WP_015144959	WP_011378236
WP_185190436	WP_011378236
WP_038553980	WP_011378236
WP_010996091	WP_011378236
WP_071107231	WP_011378236
WP_096537478	WP_011378236
WP_011130350	WP_011378236
WP_096587597	WP_011378236
WP_015209743	WP_011378236
WP_096689937	WP_011378236
WP_096605288	WP_011378236
WP_186491278	WP_011378236
WP_015137079	WP_011378236
WP_096581791	WP_011378236
WP_096691438	WP_011378236
WP_150111086	WP_011378236
WP_041233787	WP_011378236
WP_071107786	WP_011378236
WP_171977310	WP_011378236
WP_179074729	WP_011378236
WP_096653420	WP_011378236
WP_067768176	WP_011378236
WP_006196433	WP_011378236
WP_015784378	WP_011378236
WP_038654636	WP_011378236
WP_015214098	WP_011378236
WP_053540427	WP_011378236
WP_012164348	WP_011378236
WP_013190199	WP_011378236
WP_104901003	WP_011378236
WP_096590610	WP_011378236
WP_096559018	WP_011378236
WP_192881554	WP_011378236
WP_179064435	WP_011378236
WP_179046604	WP_011378236
WP_186513260	WP_011378236
WP_197169945	WP_011378236
WP_045870735	WP_011378236
WP_198016288	WP_011378236
WP_071104833	WP_011378236
WP_096551095	WP_011378236
WP_015955561	WP_011378236
WP_186482168	WP_011378236
WP_096602942	WP_011378236
WP_096683343	WP_011378236
WP_015130247	WP_011378236
WP_174711530	WP_011378236
WP_174708179	WP_011378236
WP_096588645	WP_011378236
WP_130128119	WP_011378236
WP_096565083	WP_011378236
WP_181931129	WP_011378236
WP_096684335	WP_011378236
WP_046663662	WP_011378236
WP_186586016	WP_011378236
WP_045872173	WP_011378236
WP_185189971	WP_011378236
WP_065717528	WP_011378236
WP_158201895	WP_011378236
WP_073627256	WP_011378236
WP_009547865	WP_011378236
WP_044290712	WP_011378236
WP_015079884	WP_011378236
WP_062297735	WP_011378236
WP_148228746	WP_011378236
WP_186501444	WP_011378236
WP_015137078	WP_011378236
WP_096570501	WP_011378236
WP_162328330	WP_011378236
WP_096597497	WP_011378236
WP_017291873	WP_011378236
WP_186592746	WP_011378236
WP_083703287	WP_011378236
WP_171976829	WP_011378236
WP_068380872	WP_011378236
WP_197163446	WP_011378236
WP_096570653	WP_011378236
WP_070394441	WP_011378236
WP_174710181	WP_011378236
WP_015196574	WP_011378236
WP_197170640	WP_011378236
WP_186512410	WP_011378236
WP_186484669	WP_011378236
WP_015192630	WP_011378236
WP_096679087	WP_011378236
WP_181932644	WP_011378236
WP_083630795	WP_011378236
WP_096622279	WP_011378236
WP_186471224	WP_011378236
WP_011318032	WP_011378236
WP_186544729	WP_011378236
WP_096566127	WP_011378236
WP_009544642	WP_011378236
WP_103136722	WP_011378236
WP_096728481	WP_011378236
WP_181928031	WP_011378236
WP_096688638	WP_011378236
WP_028948277	WP_011378236
WP_197213334	WP_011378236
WP_096625367	WP_011378236
WP_062290547	WP_011378236
WP_172637141	WP_011378236
WP_186990636	WP_011378236
WP_104905928	WP_011378236
WP_146294281	WP_011378236
WP_157028635	WP_011378236
WP_125730486	WP_011378236
WP_185189855	WP_011378236
WP_015138094	WP_011378236
WP_015112995	WP_011378236
WP_200988129	WP_011378236
WP_096599593	WP_011378236
WP_158198705	WP_011378236
WP_011129456	WP_011378236
WP_104902070	WP_011378236
WP_172355984	WP_011378236
WP_087068608	WP_011378236
WP_186571099	WP_011378236
WP_167721220	WP_011378236
WP_035154262	WP_011378236
WP_062945791	WP_011378236
WP_167726903	WP_011378236
WP_015141917	WP_011378236
WP_096661107	WP_011378236
WP_073632946	WP_011378236
WP_188021523	WP_011378236
WP_012412983	WP_011378236
WP_026797128	WP_011378236
WP_096567240	WP_011378236
WP_011376731	WP_011378236
WP_015127927	WP_011378236
WP_070395120	WP_011378236
WP_070396362	WP_011378236
WP_096557862	WP_011378236
WP_172353230	WP_011378236
WP_185190541	WP_011378236
WP_015155259	WP_011378236
WP_010999849	WP_011378236
WP_071102136	WP_011378236
WP_041698477	WP_011378236
WP_096624602	WP_011378236
WP_012409662	WP_011378236
WP_096641891	WP_011378236
WP_171975564	WP_011378236
WP_051847370	WP_011378236
WP_096675302	WP_011378236
WP_012593896	WP_011378236
WP_015130246	WP_011378236
WP_045871977	WP_011378236
WP_073628254	WP_011378236
WP_009544949	WP_011378236
WP_181930042	WP_011378236
WP_167725685	WP_011378236
WP_062247898	WP_011378236
WP_006198672	WP_011378236
WP_041566287	WP_011378236
WP_197210714	WP_011378236
WP_068382783	WP_011378236
WP_015155695	WP_011378236
WP_096553758	WP_011378236
WP_186500900	WP_011378236
WP_096686045	WP_011378236
WP_156434783	WP_011378236
WP_100897423	WP_011378236
WP_053092761	WP_011378236
WP_015128468	WP_011378236
WP_174708638	WP_011378236
WP_010999847	WP_011378236
WP_186479305	WP_011378236
WP_017803724	WP_011378236
WP_179072639	WP_011378236
WP_015154284	WP_011378236
WP_038542830	WP_011378236
WP_015166509	WP_011378236
WP_036045685	WP_011378236
WP_186541644	WP_011378236
WP_008056030	WP_011378236
WP_015128755	WP_011378236
WP_168570810	WP_011378236
WP_046663306	WP_011378236
WP_096664187	WP_011378236
WP_103140103	WP_011378236
WP_038552427	WP_011378236
WP_015120493	WP_011378236
WP_012409897	WP_011378236
WP_104901544	WP_011378236
WP_015226827	WP_011378236
WP_045872178	WP_011378236
WP_071107265	WP_011378236
WP_011129472	WP_011378236
WP_096580433	WP_011378236
WP_015212421	WP_011378236
WP_186471213	WP_011378236
WP_096568158	WP_011378236
WP_149031369	WP_011378236
WP_070390642	WP_011378236
WP_053540804	WP_011378236
WP_096592792	WP_011378236
WP_042151551	WP_011378236
WP_186470759	WP_011378236
WP_066121568	WP_011378236
WP_100897969	WP_011378236
WP_174712030	WP_011378236
WP_179047965	WP_011378236
WP_015122171	WP_011378236
WP_017290601	WP_011378236
WP_208673398	WP_011378236
WP_008198778	WP_011378236
WP_179063841	WP_011378236
WP_150883629	WP_011378236
WP_169264624	WP_011378236
WP_096726615	WP_011378236
WP_012166775	WP_011378236
WP_179049682	WP_011378236
WP_185189977	WP_011378236
WP_096673060	WP_011378236
WP_200989666	WP_011378236
WP_096665929	WP_011378236
WP_096679954	WP_011378236
WP_071828337	WP_011378236
WP_206268591	WP_011378236
WP_044290999	WP_011378236
WP_041565189	WP_011378236
WP_186470916	WP_011378236
WP_186990602	WP_011378236
WP_096544374	WP_011378236
WP_193431295	WP_011378236
WP_167726428	WP_011378236
WP_015224319	WP_011378236
WP_015135569	WP_011378236
WP_067765340	WP_011378236
WP_174709936	WP_011378236
WP_045869297	WP_011378236
WP_011611044	WP_011378236
WP_210437057	WP_011378236
WP_179075320	WP_011378236
WP_179076306	WP_011378236
WP_179068105	WP_011378236
WP_010996832	WP_011378236
WP_096590407	WP_011378236
WP_015128273	WP_011378236
WP_171975156	WP_011378236
WP_002745148	WP_011378236
WP_096679033	WP_011378236
WP_186472330	WP_011378236
WP_114084580	WP_011378236
WP_096689037	WP_011378236
WP_073633194	WP_011378236
WP_096653422	WP_011378236
WP_186584472	WP_011378236
WP_152592268	WP_011378236
WP_096601069	WP_011378236
WP_070396031	WP_011378236
WP_062436958	WP_011378236
WP_197157565	WP_011378236
WP_073627959	WP_011378236
WP_148201965	WP_011378236
WP_015124411	WP_011378236
WP_015174076	WP_011378236
WP_017290436	WP_011378236
WP_186501692	WP_011378236
WP_104905526	WP_011378236
WP_126385782	WP_011378236
WP_187705765	WP_011378236
WP_179071545	WP_011378236
WP_167721926	WP_011378236
WP_015172471	WP_011378236
WP_015112999	WP_011378236
WP_044521185	WP_011378236
WP_048346168	WP_011378236
WP_052734200	WP_011378236
WP_073628252	WP_011378236
WP_186498616	WP_011378236
WP_096601067	WP_011378236
WP_096728192	WP_011378236
WP_096728460	WP_011378236
WP_063823019	WP_011378236
WP_096678940	WP_011378236
WP_015124413	WP_011378236
WP_070394357	WP_011378236
WP_130128664	WP_011378236
WP_015144960	WP_011378236
WP_152588659	WP_011378236
WP_096546483	WP_011378236
WP_038542616	WP_011378236
WP_062247804	WP_011378236
WP_096577713	WP_011378236
WP_197154613	WP_011378236
WP_071102148	WP_011378236
WP_015127922	WP_011378236
WP_042342326	WP_011378236
WP_186696983	WP_011378236
WP_015216576	WP_011378236
WP_186498519	WP_011378236
WP_096576763	WP_011378236
WP_186492269	WP_011378236
WP_068515870	WP_011243320
WP_015121084	WP_011243320
WP_041565217	WP_011243320
WP_096556568	WP_011243320
WP_104909673	WP_011243320
WP_156800521	WP_011243320
WP_011610385	WP_011243320
WP_186545609	WP_011243320
WP_162329228	WP_011243320
WP_096670810	WP_011243320
WP_156800899	WP_011243320
WP_096691792	WP_011243320
WP_081858894	WP_011243320
WP_066343775	WP_011243320
WP_148765865	WP_011243320
WP_042151933	WP_011243320
WP_083853558	WP_011243320
WP_015079168	WP_011243320
WP_026797739	WP_011243320
WP_025362307	WP_011243320
WP_011433951	WP_011243320
WP_206200068	WP_011243320
WP_041456100	WP_011243320
WP_011364221	WP_011243320
WP_200988135	WP_011243320
WP_187707360	WP_011243320
WP_096589474	WP_011243320
WP_051039870	WP_011243320
WP_096726768	WP_011243320
WP_164929594	WP_011243320
WP_030006909	WP_011243320
WP_071106448	WP_011243320
WP_186515267	WP_011243320
WP_107806383	WP_011243320
WP_125732470	WP_011243320
WP_017291113	WP_011243320
WP_071455807	WP_011243320
WP_096583926	WP_011243320
WP_094328038	WP_011243320
WP_012595422	WP_011243320
WP_149819130	WP_011243320
WP_197159265	WP_011243320
WP_012164379	WP_011243320
WP_002749002	WP_011243320
WP_011129950	WP_011243320
WP_181495185	WP_011243320
WP_015225283	WP_011243320
WP_024124624	WP_011243320
WP_186572285	WP_011243320
WP_011823509	WP_011243320
WP_156820366	WP_011243320
WP_096658934	WP_011243320
WP_186495495	WP_011243320
WP_006197243	WP_011243320
WP_011293704	WP_011243320
WP_186988042	WP_011243320
WP_043691285	WP_011243320
WP_015136313	WP_011243320
WP_096565336	WP_011243320
WP_088431729	WP_011243320
WP_002731894	WP_011243320
WP_002741519	WP_011243320
WP_015210965	WP_011243320
WP_126986539	WP_011243320
WP_015200053	WP_011243320
WP_066116486	WP_011243320
WP_156095694	WP_011243320
WP_011360023	WP_011243320
WP_103138188	WP_011243320
WP_119259478	WP_011243320
WP_066343321	WP_011243320
WP_187293935	WP_011243320
WP_149820508	WP_011243320
WP_150109065	WP_011243320
WP_015195055	WP_011243320
WP_100899359	WP_011243320
WP_038652203	WP_011243320
WP_168173632	WP_011243320
WP_006626303	WP_011243320
WP_071106899	WP_011243320
WP_114085138	WP_011243320
WP_011819014	WP_011243320
WP_046660974	WP_011243320
WP_015161615	WP_011243320
WP_015142287	WP_011243320
WP_015148523	WP_011243320
WP_015955725	WP_011243320
WP_096383161	WP_011243320
WP_096722807	WP_011243320
WP_010872236	WP_011243320
WP_051030841	WP_011243320
WP_004162378	WP_011243320
WP_096572731	WP_011243320
WP_186585740	WP_011243320
WP_024546751	WP_011243320
WP_107806896	WP_011243320
WP_041641673	WP_011243320
WP_015143632	WP_011243320
WP_164923226	WP_011243320
WP_012627938	WP_011243320
WP_071818204	WP_011243320
WP_186590328	WP_011243320
WP_186525173	WP_011243320
WP_181494783	WP_011243320
WP_106908950	WP_011243320
WP_012954303	WP_011243320
WP_186588053	WP_011243320
WP_157867559	WP_011243320
WP_011055867	WP_011243320
WP_186495152	WP_011243320
WP_119260939	WP_011243320
WP_011143323	WP_011243320
WP_015174034	WP_011243320
WP_011133019	WP_011243320
WP_011243320	WP_011243320
WP_168634642	WP_011243320
WP_012267543	WP_011243320
WP_026101966	WP_011243320
WP_130129278	WP_011243320
WP_017296413	WP_011243320
WP_168696759	WP_011243320
WP_186499294	WP_011243320
WP_015135023	WP_011243320
WP_008182489	WP_011243320
WP_172358860	WP_011243320
WP_150882546	WP_011243320
WP_186519040	WP_011243320
WP_186542545	WP_011243320
WP_015220630	WP_011243320
WP_044107593	WP_011243320
WP_035158969	WP_011243320
WP_082823294	WP_011243320
WP_041429212	WP_011243320
WP_011619217	WP_011243320
WP_013325255	WP_011243320
WP_096584932	WP_011243320
WP_096678006	WP_011243320
WP_169263205	WP_011243320
WP_015186954	WP_011243320
WP_096547730	WP_011243320
WP_011863508	WP_011243320
WP_077142219	WP_011243320
WP_096619881	WP_011243320
WP_012308023	WP_011243320
WP_062298211	WP_011243320
WP_006199133	WP_011243320
WP_096662579	WP_011243320
WP_208674774	WP_011243320
WP_179051485	WP_011243320
WP_046662085	WP_011243320
WP_174710083	WP_011243320
WP_043326235	WP_011243320
WP_186513394	WP_011243320
WP_048346421	WP_011243320
WP_096547303	WP_011243320
WP_015079617	WP_011243320
WP_011820874	WP_011243320
WP_016870126	WP_011243320
WP_039203961	WP_011243320
WP_015140079	WP_011243320
WP_065710412	WP_011243320
WP_073633378	WP_011243320
WP_203427679	WP_011243320
WP_203448503	WP_011243320
WP_062435802	WP_011243320
WP_096647599	WP_011243320
WP_197213311	WP_011243320
WP_197167522	WP_011243320
WP_158200118	WP_011243320
WP_049769499	WP_011243320
WP_011377025	WP_011243320
WP_186481206	WP_011243320
WP_045872332	WP_011243320
WP_099797950	WP_011243320
WP_009545829	WP_011243320
WP_011432980	WP_011243320
WP_062433255	WP_011243320
WP_185187602	WP_011243320
WP_185189675	WP_011243320
WP_044500313	WP_011243320
WP_202963074	WP_011243320
WP_158199819	WP_011243320
WP_186700405	WP_011243320
WP_083885862	WP_011243320
WP_186510578	WP_011243320
WP_012265225	WP_011243320
WP_179069107	WP_011243320
WP_188022378	WP_011243320
WP_099834983	WP_011243320
WP_126984837	WP_011243320
WP_041457537	WP_011243320
WP_015219092	WP_011243320
WP_065713501	WP_011243320
WP_038557174	WP_011243320
WP_044105840	WP_011243320
WP_186468884	WP_011243320
WP_096383693	WP_011243320
WP_179075389	WP_011243320
WP_011127978	WP_011243320
WP_067768522	WP_011243320
WP_024125529	WP_011243320
WP_096537715	WP_011243320
WP_071242608	WP_011243320
WP_066117193	WP_011243320
WP_081857628	WP_011243320
WP_011057410	WP_011243320
WP_096718510	WP_011243320
WP_041659959	WP_011243320
WP_167727591	WP_011243320
WP_010998209	WP_011243320
WP_198808018	WP_011243320
WP_168569799	WP_011243320
WP_071801307	WP_011243320
WP_187707306	WP_011243320
WP_206200956	WP_011243320
WP_186547389	WP_011243320
WP_024546053	WP_011243320
WP_186483515	WP_011243320
WP_096671170	WP_011243320
WP_206268778	WP_011243320
WP_012626973	WP_011243320
WP_172820923	WP_011243320
WP_172636067	WP_011243320
WP_041484482	WP_011243320
WP_186488865	WP_011243320
WP_181931295	WP_011243320
WP_065714804	WP_011243320
WP_042341677	WP_011243320
WP_049750898	WP_011243320
WP_106908467	WP_011243320
WP_038001313	WP_011243320
WP_011429983	WP_011243320
WP_013324943	WP_011243320
WP_148763439	WP_011243320
WP_186594158	WP_011243320
WP_041463170	WP_011243320
WP_186473254	WP_011243320
WP_146294676	WP_011243320
WP_044291258	WP_011243320
WP_197153590	WP_011243320
WP_199250489	WP_011243320
WP_068390678	WP_011243320
WP_070396964	WP_011243320
WP_041226729	WP_011243320
WP_096682613	WP_011243320
WP_015216560	WP_011243320
WP_096607808	WP_011243320
WP_071884111	WP_011243320
WP_156820374	WP_011243320
WP_010874067	WP_011243320
WP_126386114	WP_011243320
WP_083798589	WP_011243320
WP_099241098	WP_011243320
WP_118167314	WP_011243320
